Media,Variancia,Skewness,Kurtosis,energia,entropia
812.25,940278.171875,150.84482812173223,7.14948238969931,207936,-10.604017519903765
685.78515625,1042681.3483734131,113.12587616124905,7.789696060146329,175561,-10.804229296672174
896.25390625,821991.7206878662,214.63571620177322,3.4708355575919687,229441,-9.777114648336088
669.515625,847456.9841308594,121.49531520092793,8.379722877077473,171396,-10.152960195735721
637.5625,835336.83984375,106.87468148925717,4.832029215981951,163216,-12.538065552273785
870.25,911195.125,163.31044274972982,5.375682703113035,222784,-9.426585986252066
961.0,853704.1328125,171.27344244839486,4.413990326142195,246016,-8.84375
1118.06640625,1600037.50730896,222.42737903037735,2.4717396225421697,286225,-17.216207194071217
780.50390625,744923.7812347412,175.90691262755615,5.0117141368525,199809,-9.964614648336088
375.390625,115040.25366210938,79.82465192923368,3.3373322660685267,96100,-10.027114648336088
349.22265625,82336.54026794434,79.6405576978115,1.6231898852680666,89401,-10.391200634588152
689.0625,454606.02734375,154.7053590724854,5.000269918562905,176400,-9.060432324168044
1072.5625,1882316.60546875,209.3675872873714,8.921555331482617,274576,-9.098460986252066
676.0,905386.2421875,80.71498502204419,4.633949573725079,173056,-11.795851925123142
375.390625,99621.58178710938,51.013533377615694,2.6143847984996644,96100,-10.56514331042011
390.0625,71635.98046875,37.95502870306531,3.0926434257647086,99856,-10.666517519903765
1300.50390625,2894601.523422241,227.80507078535223,3.8958273702021464,332929,-18.97298302406647
380.25,106382.5078125,82.05321935147462,3.6169391682261596,97344,-10.196921972504132
